2276
qstr_{reg61}.0{reg62} {reg61}.0{reg62}
qstr_Though_the_distinction_felt_sudden_t Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{s13},_and_the_whole_world_seemed_to_change_around_you.__You_packed_your_few_belongings_and_went_out_into_the_world_to_spread_the_word_of_God._You_preached_to_anyone_who_would_listen,_and_impressed_many_with_the_passion_of_your_sermons._Though_you_had_taken_a_vow_to_remain_in_poverty_through_your_itinerant_years,_you_never_lacked_for_food,_drink_or_shelter;_the_hospitality_of_the_peasantry_was_always_generous_to_a_rising_{s13}_of_God.
qstr_Though_the_distinction_felt_sudden_to Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_relying_upon_your_quick_thinking_and_even_quicker_reflexes_to_get_you_through_each_day.__Dissatisfied_with_a_simple_life_of_laboring_for_coin,_you_took_to_your_local_streets_intent_on_helping_yourself_to_what_you_needed_in_order_to_survive.__You_shun_the_standard_laws_of_man_and_have_chosen_to_live_by_whatever_rules_allow_you_to_avoid_the_headsman's_block.
qstr_Then_as_a_young_adul Then,_as_a_young_adult,_life_changed_as_it_always_does._You_became_a_gladiator._Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{s13},_and_the_whole_world_seemed_to_change_around_you._You_earned_applause_and_denars_in_brutal_contests_against_men_and_beasts_and_grew_to_crave_both_rewards._Drunk_on_the_bloodlust_of_the_cheering_crowd,_you_learned_to_tease_the_opponent_and_draw_out_your_fight_before_eventually_seizing_victory_with_savage_flair._Your_agile_moves_and_flamboyant_presence_mark_you_as_both_warrior_and_artist.
qstr_Then_as_a_young_adult Then,_as_a_young_adult,_life_changed_as_it_always_does._You_became_a_bandit._Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{s13},_and_with_that_change_came_understanding_that_the_strong_have_the_right_to_take_from_the_weak._You_became_part_of_a_band_of_robbers_and_grew_adept_at_the_art_of_ambush._You_learned_how_to_wield,_with_some_facility,_whatever_weapon_your_prey_bequeathed_to_you._When_times_were_good,_you_caroused_and_feasted_like_a_king._When_pickings_were_slim,_you_lived_off_the_land_or_perfomed_quick_raids_on_small_villages._You_prided_yourself_on_your_adaptability_and_capacity_for_violence.
qstr_a_slaver a_slaver
qstr_Then_as_a_young_adult_ Then,_as_a_young_adult,_life_changed_as_it_always_does._You_became_a_slave-trader._Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{s13},_and_the_whole_world_seemed_to_change_around_you._By_some_strange_twist_of_fate_you_joined_a_slave_caravan_as_a_guard_and_slowly_grew_competent_at_watching_over_crafty_human_cattle_on_long_journeys_across_the_face_of_Calradia._Every_so_often,_you_had_to_raid_isolated_villages_or_chase_down_new_livestock,_and_through_these_experiences_grew_accustomed_to_the_blunt_language_of_club_and_stick._Though_your_profession_is_tolerated,_it_is_not_particularly_respectable,_and_so_you_became_inured_also_to_suspicion_and_derision.
qstr_Only_you_know_exactly_wha Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer.__Still,_it_was_not_a_difficult_choice_to_leave,_with_the_rage_burning_brightly_in_your_heart.__You_want_vengeance._You_want_justice._What_was_done_to_you_cannot_be_undone,_and_these_debts_can_only_be_paid_in_blood...
qstr_Only_you_know_exactly_what Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer.__All_you_can_say_is_that_you_couldn't_bear_to_stay,_not_with_the_memories_of_those_you_loved_so_close_and_so_painful._Perhaps_your_new_life_will_let_you_forget,_or_honour_the_name_that_you_can_no_longer_bear_to_speak...
qstr_Only_you_know_exactly_what_ Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer.__You're_not_even_sure_when_your_home_became_a_prison,_when_the_familiar_became_mundane,_but_your_dreams_of_wandering_have_taken_over_your_life._Whether_you_yearn_for_some_faraway_place_or_merely_for_the_open_road_and_the_freedom_to_travel,_you_could_no_longer_bear_to_stay_in_the_same_place._You_simply_went_and_never_looked_back...
qstr_Only_you_know_exactly_what_c Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer.__However,_you_know_you_cannot_go_back._There's_nothing_to_go_back_to._Whatever_home_you_may_have_had_is_gone_now,_and_you_must_face_the_fact_that_you're_out_in_the_world,_alone_to_fend_for_yourself...
qstr_Only_you_know_exactly_what_ca Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer.__To_everyone_else,_it's_clear_that_you're_now_motivated_solely_by_personal_gain.__You_want_to_be_rich,_powerful,_respected,_feared.__You_want_to_be_the_one_whom_others_hurry_to_obey.__You_want_people_to_know_your_name,_and_tremble_whenever_it_is_spoken.__You_want_everything,_and_you_won't_let_anyone_stop_you_from_having_it...
qstr_Only_you_know_exactly_what_cau Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer.__Regardless,_the_intense_faith_burning_in_your_soul_would_not_let_you_find_peace_in_any_single_place.__There_were_others_in_the_world,_souls_to_be_washed_in_the_light_of_God._Now_you_preach_wherever_you_go,_seeking_to_bring_salvation_and_revelation_to_the_masses,_be_they_faithful_or_pagan._They_will_all_know_the_glory_of_God_by_the_time_you're_done...
qstr_a_sense_of_duty a_sense_of_duty
qstr_As_war_begins_to_tea As_war_begins_to_tear_the_land_apart_and_many_march_off_to_war_the_desire_to_join_them_becomes_ever_pressing.__As_a_{s13}_of_honor_you_feel_duty_bound_to_join_the_armies_of_your_land_and_protect_the_region_you_call_home.
qstr_{s1}^^_But_soon_every {s1}^^_But_soon_everything_changed_and_you_decided_to_strike_out_on_your_own_as_an_adventurer.__What_made_you_take_this_decision_was_{s2}._{s3}
qstr_^{s1}^^_As_a_{s3}_{s ^{s1}^^_As_a_{s3}_{s2}._You_{s4}
qstr_ERROR:_No_valid_fact ERROR:_No_valid_faction_designated.
qstr_Equipment_will_be_de Equipment_will_be_determined_by_faction_{s32}_starting_at_slot_{reg31}.
qstr_DEBUG__CCP_:_The_play DEBUG_(CCP):_The_player_has_bene_given_a_smithy_in_the_town_of_{s31}.
qstr_DEBUG__CCP_:_The_playe DEBUG_(CCP):_The_player_has_bene_given_{reg31}_acres_of_land_in_the_town_of_{s31}.
qstr_You_got_{reg1}_extra You_got_{reg1}_extra_experience_because_of_your_intelligence.
qstr_You_got_{reg1}_weapo You_got_{reg1}_weapon_{reg2?points:point}.
qstr_{reg3?{s1}_s_profici {reg3?{s1}'s_proficiency_in_{s2}has_improved_by_{reg2}_to_{reg1}.:{s1}'s_{s2}proficiency_have_reach_to_{reg1}.}
qstr_You_whistle_for_your You_whistle_for_your_horse.
qstr_You_got_keys_of_dung You_got_keys_of_dungeon.
qstr_Go_near_the_chest_an Go_near_the_chest_and_hold_down_the_right_mouse_button_for_a_while,_then_you_can_deposit_or_withdraw_money_from_the_chest.
qstr_Everyone_you_know_wh Everyone,_you_know_what_to_do._To_your_positions!
qstr_{reg2?You:Your_mount {reg2?You:Your_mount}_received_{reg1}_extra_damage!
qstr_{reg2?You_strike:You {reg2?You_strike:Your_horse_charges}_for_{reg1}_bonus_damage!
qstr_Your_horse_received_ Your_horse_received_{reg1}_damage_from_a_braced_spear!
qstr_Braced_{s1}_dealt_{r Braced_{s1}_dealt_{reg1}_damage!
qstr_Bracing_{s1}_for_cha Bracing_{s1}_for_charge.
qstr_Releasing_from_brace Releasing_from_brace.
qstr_...and_attack_enemy_ ...and_attack_enemy_{s1}_division!
qstr_{s2}:_returning_afte {s2}:_returning_after_destroying_enemy_{s1}_division.
qstr_You_must_stay_behind You_must_stay_behind_the_line_on_the_ground!_Point_is_not_counted.
qstr_End_the_sparring_mat End_the_sparring_match?
qstr_Tutorial Tutorial
qstr_No_one No_one
qstr_DEBUG__Weapon_AI_:_{ DEBUG_(Weapon_AI):_{s2}'s_closest_enemy_is_{s1}_at_a_distance_of_{reg0}.
qstr_DEBUG__TPE_:_{s2}_is DEBUG_(TPE):_{s2}_is_wielding_a_spear_on_foot_and_discards_shield.
qstr_AWARD_GRANTED:_{s1}_has_e AWARD_GRANTED:_{s1}_has_earned_the_CAUTIOUS_APPROACH_award!
qstr_You_have_earned_{reg You_have_earned_{reg4}_denars_for_your_clever_bet_this_round.
qstr_{s31}{reg32} {s31}{reg32}
qstr_Match_Time___{reg31} Match_Time_-_{reg31}:{s32}
qstr_Stalemate_Timer___0: Stalemate_Timer_-_0:{s32}
qstr_{s31} {s31}
qstr_DEBUG__TPE_:_Stalema DEBUG_(TPE):_Stalemate_timer_reset.__Attack_registered_at_time_{reg1}_seconds.
qstr_red red
qstr_blue blue
qstr_green green
qstr_yellow yellow
qstr_The_Tournament_Master The_Tournament_Master_announces,_'Point_awarded_to_{s1}_team_for_disabling_an_opponent.'
qstr_Your_ally_{s1}_deliv Your_ally,_{s1},_delivers_{reg1}_damage_to_{s2}._({s31})
qstr_You_have_fallen_duri You_have_fallen_during_this_round,_but_will_be_able_to_continue_onto_the_next_round_when_only_one_team_remains.
qstr_DEBUG__TPE_:_Horse__ DEBUG_(TPE):_Horse_'{s32}'_#{reg31}_is_riderless_and_will_be_removed.
qstr_DEBUG__TPE_AI_:_{s2} DEBUG_(TPE_AI):_{s2}_receives_{reg2}_damage_reduced_from_{reg1}.
qstr_DEBUG__TPE_AI_:_{s2}_ DEBUG_(TPE_AI):_{s2}_delivers_{reg2}_damage_increased_from_{reg1}.
qstr_Do_you_wish_to_exit? Do_you_wish_to_exit?__Doing_so_will_cause_all_surviving_competitors_to_gain_3_points.
qstr_Tester Tester
qstr_Character_Renown:_{re Character_Renown:_{reg5}^Honor_Rating:_{reg6}^Force_Morale:_{reg8}^Force_Size_Limit:_{reg7}^^Next_pay_day:{s1}
qstr_{!}{s4}:_M{reg3}_2M{ {!}{s4}:_M{reg3},_2M{reg4},_PC{reg5},_2PC{reg6},_PM{reg7}
qstr_{reg3?daughter:son} {reg3?daughter:son}
qstr_You_were_a_child_of_th You_were_a_child_of_the_steppe,_born_to_a_tribe_of_wandering_nomads_who_lived_in_great_camps_throughout_the_arid_grasslands._Like_the_other_tribesmen,_your_family_revered_horses_above_almost_everything_else,_and_they_taught_you_how_to_ride_almost_before_you_learned_how_to_walk._
qstr_As_the_{reg3?daughter: As_the_{reg3?daughter:son}_of_a_thief,_you_had_very_little_'formal'_education._Instead_you_were_out_on_the_street,_begging_until_you_learned_how_to_cut_purses,_cutting_purses_until_you_learned_how_to_pick_locks,_all_the_way_through_your_childhood._Still,_these_long_years_made_you_streetwise_and_sharp_to_the_secrets_of_cities_and_shadowy_backways.
qstr_As_a_{reg3?girl:boy}_growing_o As_a_{reg3?girl:boy}_growing_out_of_childhood,_you_were_sent_to_live_in_the_court_of_one_of_the_nobles_of_the_land._There,_your_first_lessons_were_in_humility,_as_you_waited_upon_the_lords_and_ladies_of_the_household._But_from_their_chess_games,_their_gossip,_even_the_poetry_of_great_deeds_and_courtly_love,_you_quickly_began_to_learn_about_the_adult_world_of_conflict_and_competition._You_also_learned_from_the_rough_games_of_the_other_children,_who_battered_at_each_other_with_sticks_in_imitation_of_their_elders'_swords.
qstr_As_a_{reg3?girl:boy}_growing_ou As_a_{reg3?girl:boy}_growing_out_of_childhood,_you_apprenticed_to_a_wealthy_merchant,_picking_up_the_trade_over_years_of_working_shops_and_driving_caravans._You_soon_became_adept_at_the_art_of_buying_low,_selling_high,_and_leaving_the_customer_thinking_they'd_got_the_better_deal.
qstr_As_a_{reg3?girl:boy}_growing_out As_a_{reg3?girl:boy}_growing_out_of_childhood,_you_rode_the_great_steppes_on_a_horse_of_your_own,_learning_the_ways_of_the_grass_and_the_desert._Although_you_sometimes_went_hungry,_you_became_a_skillful_hunter_and_pathfinder_in_this_trackless_country._Your_body_too_started_to_harden_with_muscle_as_you_grew_into_the_life_of_a_nomad_{reg3?woman:man}.
qstr_Though_the_distinction_felt_sudden_to_ Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you._When_you_were_named_squire_to_a_noble_at_court,_you_practiced_long_hours_with_weapons,_learning_how_to_deal_out_hard_knocks_and_how_to_take_them,_too._You_were_instructed_in_your_obligations_to_your_lord,_and_of_your_duties_to_those_who_might_one_day_be_your_vassals._But_in_addition_to_learning_the_chivalric_ideal,_you_also_learned_about_the_less_uplifting_side_--_old_warriors'_stories_of_ruthless_power_politics,_of_betrayals_and_usurpations,_of_men_who_used_guile_as_well_as_valor_to_achieve_their_aims.
qstr_Though_the_distinction_felt_sudden_to_y Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{s13},_and_the_whole_world_seemed_to_change_around_you._You_joined_the_tightly-knit_circle_of_women_at_court,_ladies_who_all_did_proper_ladylike_things,_the_wives_and_mistresses_of_noble_men_as_well_as_maidens_who_had_yet_to_find_a_husband._However,_even_here_you_found_politics_at_work_as_the_ladies_schemed_for_prominence_and_fought_each_other_bitterly_to_catch_the_eye_of_whatever_unmarried_man_was_in_fashion_at_court._You_soon_learned_ways_of_turning_these_situations_and_goings-on_to_your_advantage._With_it_came_the_realisation_that_you_yourself_could_wield_great_influence_in_the_world,_if_only_you_applied_yourself_with_a_little_bit_of_subtlety.
qstr_Though_the_distinction_felt_sudden_to_yo Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{s13},_and_the_whole_world_seemed_to_change_around_you._You_set_out_on_your_own_with_nothing_except_the_instrument_slung_over_your_back_and_your_own_voice._It_was_a_poor_existence,_with_many_a_hungry_night_when_people_failed_to_appreciate_your_play,_but_you_managed_to_survive_on_your_music_alone._As_the_years_went_by_you_became_adept_at_playing_the_drunken_crowds_in_your_taverns,_and_even_better_at_talking_anyone_out_of_anything_you_wanted.
qstr_Though_the_distinction_felt_sudden_to_you Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you._You_found_yourself_as_a_student_in_the_university_of_one_of_the_great_cities,_where_you_studied_theology,_philosophy,_and_medicine._But_not_all_your_lessons_were_learned_in_the_lecture_halls._You_may_or_may_not_have_joined_in_with_your_fellows_as_they_roamed_the_alleys_in_search_of_wine,_women,_and_a_good_fight._However,_you_certainly_were_able_to_observe_how_a_broken_jaw_is_set,_or_how_an_angry_townsman_can_be_persuaded_to_set_down_his_club_and_accept_cash_compensation_for_the_destruction_of_his_shop.
qstr_Though_the_distinction_felt_sudden_to_you_ Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{s13},_and_the_whole_world_seemed_to_change_around_you._Heeding_the_call_of_the_open_road,_you_travelled_from_village_to_village_buying_and_selling_what_you_could._It_was_not_a_rich_existence,_but_you_became_a_master_at_haggling_even_the_most_miserly_elders_into_giving_you_a_good_price._Soon,_you_knew,_you_would_be_well-placed_to_start_your_own_trading_empire...
qstr_Though_the_distinction_felt_sudden_to_you_s Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{s13},_and_the_whole_world_seemed_to_change_around_you._You_pursued_a_career_as_a_smith,_crafting_items_of_function_and_beauty_out_of_simple_metal._As_time_wore_on_you_became_a_master_of_your_trade,_and_fine_work_started_to_fetch_fine_prices._With_food_in_your_belly_and_logs_on_your_fire,_you_could_take_pride_in_your_work_and_your_growing_reputation.
qstr_Though_the_distinction_felt_sudden_to_you_so Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{s13},_and_the_whole_world_seemed_to_change_around_you._Dissatisfied_with_common_men's_desperate_scrabble_for_coin,_you_took_to_your_local_lord's_own_forests_and_decided_to_help_yourself_to_its_bounty,_laws_be_damned._You_hunted_stags,_boars_and_geese_and_sold_the_precious_meat_under_the_table._You_cut_down_trees_right_under_the_watchmen's_noses_and_turned_them_into_firewood_that_warmed_many_freezing_homes_during_winter._All_for_a_few_silvers,_of_course.
qstr_Only_you_know_exactly_what_caus Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._Still,_it_was_not_a_difficult_choice_to_leave,_with_the_rage_burning_brightly_in_your_heart._You_want_vengeance._You_want_justice._What_was_done_to_you_cannot_be_undone,_and_these_debts_can_only_be_paid_in_blood...
qstr_Only_you_know_exactly_what_cause Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._All_you_can_say_is_that_you_couldn't_bear_to_stay,_not_with_the_memories_of_those_you_loved_so_close_and_so_painful._Perhaps_your_new_life_will_let_you_forget,_or_honour_the_name_that_you_can_no_longer_bear_to_speak...
qstr_Only_you_know_exactly_what_caused Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._You're_not_even_sure_when_your_home_became_a_prison,_when_the_familiar_became_mundane,_but_your_dreams_of_wandering_have_taken_over_your_life._Whether_you_yearn_for_some_faraway_place_or_merely_for_the_open_road_and_the_freedom_to_travel,_you_could_no_longer_bear_to_stay_in_the_same_place._You_simply_went_and_never_looked_back...
qstr_Only_you_know_exactly_what_caused_ Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._However,_you_know_you_cannot_go_back._There's_nothing_to_go_back_to._Whatever_home_you_may_have_had_is_gone_now,_and_you_must_face_the_fact_that_you're_out_in_the_wide_wide_world._Alone_to_sink_or_swim...
qstr_Only_you_know_exactly_what_caused_y Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._To_everyone_else,_it's_clear_that_you're_now_motivated_solely_by_personal_gain._You_want_to_be_rich,_powerful,_respected,_feared._You_want_to_be_the_one_whom_others_hurry_to_obey._You_want_people_to_know_your_name,_and_tremble_whenever_it_is_spoken._You_want_everything,_and_you_won't_let_anyone_stop_you_from_having_it...
qstr_Back_to_the_beginnin Back_to_the_beginning...
qstr_View_next_segment... View_next_segment...
qstr_{!}{s1}^{s4}:_{reg4} {!}{s1}^{s4}:_{reg4}
qstr_Appoint_next_marshal Appoint_next_marshal
qstr_Award_{s12}_as_fief Award_{s12}_as_fief
qstr_{!}Error__{reg3}_ {!}Error_({reg3})
qstr_{!}{s10}^Faction_pol {!}{s10}^Faction_political_issue:_{s11}
qstr_{!}{s10}__on_agenda_ {!}{s10}_(on_agenda_{reg4}_hours)
qstr_{!}Defending {!}Defending
qstr_{!}Gathering_army {!}Gathering_army
qstr_{!}Besieging_{s11} {!}Besieging_{s11}
qstr_{!}Raiding_{s11} {!}Raiding_{s11}
qstr_{!}Attacking_enemies {!}Attacking_enemies_around_{s11}
qstr_{!}{s12}__controvers {!}{s12}_(controversy:_{reg21})
qstr_{!}{s12}^Screening_p {!}{s12}^Screening_party:_{s38}
qstr_Selected_faction_is: Selected_faction_is:_{s10}^^{s9}
qstr_{!}{s2}^{s4}:_{reg1} {!}{s2}^{s4}:_{reg1}_({s3})
qstr_Your_relation_with_t Your_relation_with_the_sovereignties_are:^{s2}
qstr_You_can_recruit_your You_can_recruit_your_prisoners_to_your_party_now.
qstr_You_need_to_wait_{re You_need_to_wait_{reg1}_{reg2?hours:hour}_to_recruit_your_prisoners.
qstr_Return_to_your_forti Return_to_your_fortifications.
qstr_Spend_{reg5}_hours_e Spend_{reg5}_hours_entrenching_your_camp_site.
qstr__You_have_returned_t _You_have_returned_to_a_fortified_position.
qstr__You_must_have_tools _You_must_have_tools_in_inventory_to_entrench_your_camp_site.
qstr_Your_renown_has_incr Your_renown_has_increased_by_100._
qstr_You_honor_has_increa You_honor_has_increased_by_1_and_it_is_now_{reg7}.
qstr_{reg1}_{s1}_{reg2?ac {reg1}_{s1}_{reg2?accept:accepts}_the_offer.
qstr_No_one_accepts_the_o No_one_accepts_the_offer.
qstr_You_have_succeed_to_ You_have_succeed_to_recruit_prisoners_for_{reg1}_times.
qstr_You_start_reading_{s You_start_reading_{s2}._After_a_few_pages,_you_feel_you_could_learn_a_lot_from_this_book._You_decide_to_keep_it_close_by_and_read_whenever_you_have_the_time.
qstr_You_flip_through_the You_flip_through_the_pages_of_{s2},_but_you_find_the_text_confusing_and_difficult_to_follow._Try_as_you_might,_it_soon_gives_you_a_headache,_and_you're_forced_to_give_up_the_attempt.
qstr_Villagers Villagers
qstr_You_have_encountered You_have_encountered_{s1}.
qstr_You_have_engaged_{s1 You_have_engaged_{s1}_while_they_were_raiding_{s3}.
qstr_You_were_caught_by_{ You_were_caught_by_{s1}_while_your_forces_were_raiding_{s3}.
qstr_^^Current_Commander: ^^Current_Commander:_{s7}
qstr_{s4}^^The_troops_you {s4}^^The_troops_you_selected_are_ready_to_join_you_in_battle.
qstr_{s4}^^Your_captains_ {s4}^^Your_captains_will_deal_with_troop_assignments.
qstr_{s4}^^Your_orders_ha {s4}^^Your_orders_have_been_sent_to_your_captains.
qstr_{s4}^^There_is_no_ta {s4}^^There_is_no_tactical_plan_in_place.
