itm_no_item|OBJET INVALIDE
itm_nop_sumpter_horse|Leathered Sumpter Horse
itm_nop_sumpter_horse_pl|Leathered Sumpter Horse
itm_nop_warhorse_sarranid|Highlander Full Warhorse
itm_nop_warhorse_sarranid_pl|Highlander Full Warhorse
itm_nop_warhorse01|Long Red Cross Warhorse
itm_nop_warhorse01_pl|Long Red Cross Warhorse
itm_nop_warhorse02|Long Black Cross Warhorse
itm_nop_warhorse02_pl|Long Black Cross Warhorse
itm_nop_warhorse03|Highlander Warhorse
itm_nop_warhorse03_pl|Highlander Warhorse
itm_nop_warhorse04|Black Mailed Warhorse
itm_nop_warhorse04_pl|Black Mailed Warhorse
itm_nop_warhorse05|Black Mailed Dragon Warhorse
itm_nop_warhorse05_pl|Black Mailed Dragon Warhorse
itm_nop_warhorse06|Double Black Eagle Warhorse
itm_nop_warhorse06_pl|Double Black Eagle Warhorse
itm_nop_warhorse09|Imperial Warhorse
itm_nop_warhorse09_pl|Imperial Warhorse
itm_nop_warhorse10|Double Cross Warhorse
itm_nop_warhorse10_pl|Double Cross Warhorse
itm_nop_warhorse11|Fat Red Cross Warhorse
itm_nop_warhorse11_pl|Fat Red Cross Warhorse
itm_nop_warhorse12|Thin Red Cross Warhorse
itm_nop_warhorse12_pl|Thin Red Cross Warhorse
itm_nop_warhorse13|Marked Lily Warhorse
itm_nop_warhorse13_pl|Marked Lily Warhorse
itm_nop_warhorse14|Very Thin Red Cross Warhorse
itm_nop_warhorse14_pl|Very Thin Red Cross Warhorse
itm_nop_warhorse15|Hospitaller Warhorse
itm_nop_warhorse15_pl|Hospitaller Warhorse
itm_nop_warhorse16|White Cross Warhorse
itm_nop_warhorse16_pl|White Cross Warhorse
itm_nop_warhorse17|Red Rose Warhorse
itm_nop_warhorse17_pl|Red Rose Warhorse
itm_nop_warhorse18|Crossed Lily Warhorse
itm_nop_warhorse18_pl|Crossed Lily Warhorse
itm_nop_warhorse19|Banded Warhorse
itm_nop_warhorse19_pl|Banded Warhorse
itm_ss_armor_lam|Vaegir Lamellar Armor
itm_ss_armor_lam_pl|Vaegir Lamellar Armor
itm_ss_chain_tab|Sarranid Chainmail
itm_ss_chain_tab_pl|Sarranid Chainmail
itm_ss_chain_tab_2|Khergit Scalemail
itm_ss_chain_tab_2_pl|Khergit Scalemail
itm_ss_simple_armor|Simple Mail Armor
itm_ss_simple_armor_pl|Simple Mail Armor
itm_ss_bas_helmet|Vaegir Bascinet
itm_ss_bas_helmet_pl|Vaegir Bascinet
itm_ss_skin_helmet|Light Skin Helmet
itm_ss_skin_helmet_pl|Light Skin Helmet
itm_ss_rus_horse|Vaegir Horse
itm_ss_rus_horse_pl|Vaegir Horse
itm_ss_crow_molot|Crow Hammer
itm_ss_crow_molot_pl|Crow Hammer
itm_a_leather_scale_armor|Leather Scale Armor
itm_a_leather_scale_armor_pl|Leather Scale Armor
itm_a_priest_armor|Slave Driver Outfit
itm_a_priest_armor_pl|Slave Driver Outfit
itm_a_manatarms_armor|Slave Hunter Outfit
itm_a_manatarms_armor_pl|Slave Hunter Outfit
itm_a_iron_scale_armor|Iron Scale Armor
itm_a_iron_scale_armor_pl|Iron Scale Armor
itm_a_mtw_pplate_milan|Mnotic Armor
itm_a_mtw_pplate_milan_pl|Mnotic Armor
itm_a_ragged_outfit|Ragged Bandit Outfit
itm_a_ragged_outfit_pl|Ragged Bandit Outfit
itm_a_tribal_scale_armor|Tribal Scale Armor
itm_a_tribal_scale_armor_pl|Tribal Scale Armor
itm_sw_teutonic_mail_surcoat2|Teutonic Mail Surcoat
itm_sw_teutonic_mail_surcoat2_pl|Teutonic Mail Surcoat
itm_sw_teutonic_surcoat|Teutonic Mail Surcoat
itm_sw_teutonic_surcoat_pl|Teutonic Mail Surcoat
itm_sw_teutonic_mail|Teutonic Mail
itm_sw_teutonic_mail_pl|Teutonic Mail
itm_sw_teutonic_mail_shirt|Teutonic Mail Shirt
itm_sw_teutonic_mail_shirt_pl|Teutonic Mail Shirt
itm_sw_teutonic_captain_armor|Teutonic Captain Armor
itm_sw_teutonic_captain_armor_pl|Teutonic Captain Armor
itm_h_barbarian_01|Horned Helmet
itm_h_barbarian_01_pl|Horned Helmet
itm_h_barbarian_02|Horned Helmet
itm_h_barbarian_02_pl|Horned Helmet
itm_h_barbarian_helmet_four|Spiked Horned Helmet
itm_h_barbarian_helmet_four_pl|Spiked Horned Helmet
itm_h_barbarian_helmet_one|Spiked Horned Helmet
itm_h_barbarian_helmet_one_pl|Spiked Horned Helmet
itm_h_barbarian_helmet_three|Spiked Horned Helmet
itm_h_barbarian_helmet_three_pl|Spiked Horned Helmet
itm_h_barbarian_helmet_two|Spiked Horned Helmet
itm_h_barbarian_helmet_two_pl|Spiked Horned Helmet
itm_h_bascinet_crown|Bascinet Crown
itm_h_bascinet_crown_pl|Bascinet Crown
itm_h_retextured_spiked_basc|Spiked Bascinet
itm_h_retextured_spiked_basc_pl|Spiked Bascinet
itm_h_skull_cap_helmet_01|Skullcap Helmet
itm_h_skull_cap_helmet_01_pl|Skullcap Helmet
itm_h_skull_cap_helmet_02|Skullcap Helmet
itm_h_skull_cap_helmet_02_pl|Skullcap Helmet
itm_h_skull_cap_helmet_03|Skullcap Helmet
itm_h_skull_cap_helmet_03_pl|Skullcap Helmet
itm_h_skull_cap_helmet_04|Skullcap Helmet
itm_h_skull_cap_helmet_04_pl|Skullcap Helmet
itm_h_spiked_bascinet|Spiked Bascinet
itm_h_spiked_bascinet_pl|Spiked Bascinet
itm_sw_teutonic_helmet|Teutonic Horned Helmet
itm_sw_teutonic_helmet_pl|Teutonic Horned Helmet
itm_sw_teutonic_helm_hand|Teutonic Handed Helmet
itm_sw_teutonic_helm_hand_pl|Teutonic Handed Helmet
itm_sw_teutonic_helm_no_hand|Teutonic Helmet
itm_sw_teutonic_helm_no_hand_pl|Teutonic Helmet
itm_mtw2_teutonic_helm_replica|Horned Teutonic Helmet
itm_mtw2_teutonic_helm_replica_pl|Horned Teutonic Helmet
itm_h_sw_great_helmet4|Great Helmet
itm_h_sw_great_helmet4_pl|Great Helmet
itm_sw_teutonic_shield_01|Teutonic Kite Shield
itm_sw_teutonic_shield_01_pl|Teutonic Kite Shield
itm_sw_teutonic_shield_02|Teutonic Kite Shield
itm_sw_teutonic_shield_02_pl|Teutonic Kite Shield
itm_sw_teut_shield01|Teutonic Heater Shield
itm_sw_teut_shield01_pl|Teutonic Heater Shield
itm_english_shield01|Swadian Heater Shield
itm_english_shield01_pl|Swadian Heater Shield
itm_english_shield02|Swadian Heater Shield
itm_english_shield02_pl|Swadian Heater Shield
itm_english_shield03|Swadian Heater Shield
itm_english_shield03_pl|Swadian Heater Shield
itm_english_shield04|Swadian Heater Shield
itm_english_shield04_pl|Swadian Heater Shield
itm_french_shield01|Swadian Lily Heater Shield
itm_french_shield01_pl|Swadian Lily Heater Shield
itm_steel_shield01|Swadian Steel Heater Shield
itm_steel_shield01_pl|Swadian Steel Heater Shield
itm_templar_shield01|Templar Heater Shield
itm_templar_shield01_pl|Templar Heater Shield
itm_w_contest_mace|Mace
itm_w_contest_mace_pl|Mace
itm_w_warhammer_mace2h|Squared Mace
itm_w_warhammer_mace2h_pl|Squared Mace
itm_w_shortsword_01|Brown Shortsword
itm_w_shortsword_01_pl|Brown Shortsword
itm_w_shortsword_02|Red Shortsword
itm_w_shortsword_02_pl|Red Shortsword
itm_helm_mughalrabati|Red Rabati
itm_helm_mughalrabati_pl|Red Rabati
itm_helm_mughalrabatii|Blue Rabati
itm_helm_mughalrabatii_pl|Blue Rabati
itm_helm_mughalshahi_a|Mughal Shahi
itm_helm_mughalshahi_a_pl|Mughal Shahi
itm_helm_mughalshahi_b|Mughal Shahi
itm_helm_mughalshahi_b_pl|Mughal Shahi
itm_helm_mughalshahi_c|Mughal Shahi
itm_helm_mughalshahi_c_pl|Mughal Shahi
itm_helm_mughalshahi_d|Mughal Shahi
itm_helm_mughalshahi_d_pl|Mughal Shahi
itm_helm_mughalshahi_e|Mughal Shahi
itm_helm_mughalshahi_e_pl|Mughal Shahi
itm_helm_mughalspire_a|Mughal Spire
itm_helm_mughalspire_a_pl|Mughal Spire
itm_helm_mughalspire_b|Mughal Spire
itm_helm_mughalspire_b_pl|Mughal Spire
itm_helm_mughalspire_c|Mughal Spire
itm_helm_mughalspire_c_pl|Mughal Spire
itm_helm_rajput_a|Rajput Helmet
itm_helm_rajput_a_pl|Rajput Helmet
itm_helm_rajput_b|Rajput Helmet
itm_helm_rajput_b_pl|Rajput Helmet
itm_helm_rajput_c|Rajput Helmet
itm_helm_rajput_c_pl|Rajput Helmet
itm_helm_steppei|Steppe Helmet
itm_helm_steppei_pl|Steppe Helmet
itm_helm_steppeii|Steppe Helmet
itm_helm_steppeii_pl|Steppe Helmet
itm_helm_steppeiii|Steppe Helmet
itm_helm_steppeiii_pl|Steppe Helmet
itm_helm_sultanmamluk_a|Caba'drin Helmet
itm_helm_sultanmamluk_a_pl|Caba'drin Helmet
itm_helm_sultannasal_a|Sultan Nasal Helmet
itm_helm_sultannasal_a_pl|Sultan Nasal Helmet
itm_helm_sultanshahi_a|Sultan Shahi
itm_helm_sultanshahi_a_pl|Sultan Shahi
itm_helm_sultanshahi_b|Sultan Shahi
itm_helm_sultanshahi_b_pl|Sultan Shahi
itm_helm_sultanspire_a|Sultan Spire
itm_helm_sultanspire_a_pl|Sultan Spire
itm_persian_helm|Persian Helmet
itm_persian_helm_pl|Persian Helmet
itm_dal_arab|Sarranid Steel Shield
itm_dal_arab_pl|Sarranid Steel Shield
itm_dal_marathai|Maratha Steel Shield
itm_dal_marathai_pl|Maratha Steel Shield
itm_dal_marathaii|Maratha Steel Shield
itm_dal_marathaii_pl|Maratha Steel Shield
itm_dal_merci|Mercenary Steel Shield
itm_dal_merci_pl|Mercenary Steel Shield
itm_dal_mercii|Mercenary Steel Shield
itm_dal_mercii_pl|Mercenary Steel Shield
itm_dal_merciii|Mercenary Steel Shield
itm_dal_merciii_pl|Mercenary Steel Shield
itm_dal_merciv|Mercenary Steel Shield
itm_dal_merciv_pl|Mercenary Steel Shield
itm_dal_mughali|Mughal Steel Shield
itm_dal_mughali_pl|Mughal Steel Shield
itm_dal_mughalii|Mughal Steel Shield
itm_dal_mughalii_pl|Mughal Steel Shield
itm_dal_mughaliii|Mughal Steel Shield
itm_dal_mughaliii_pl|Mughal Steel Shield
itm_dal_mughaliv|Mughal Steel Shield
itm_dal_mughaliv_pl|Mughal Steel Shield
itm_dal_nomadi|Nomad Steel Shield
itm_dal_nomadi_pl|Nomad Steel Shield
itm_dal_rajputi|Rajputi Steel Shield
itm_dal_rajputi_pl|Rajputi Steel Shield
itm_dal_rajputii|Rajputi Steel Shield
itm_dal_rajputii_pl|Rajputi Steel Shield
itm_dal_rajputiii|Rajputi Steel Shield
itm_dal_rajputiii_pl|Rajputi Steel Shield
itm_dal_rajputiv|Rajputi Steel Shield
itm_dal_rajputiv_pl|Rajputi Steel Shield
itm_dal_sultani|Sultan Steel Shield
itm_dal_sultani_pl|Sultan Steel Shield
itm_dal_sultaniii|Sultan Steel Shield
itm_dal_sultaniii_pl|Sultan Steel Shield
itm_dal_sultaniv|Sultan Steel Shield
itm_dal_sultaniv_pl|Sultan Steel Shield
itm_dal_vijaynagari|Vijaynagar Steel Shield
itm_dal_vijaynagari_pl|Vijaynagar Steel Shield
itm_dal_vijaynagarii|Vijaynagar Steel Shield
itm_dal_vijaynagarii_pl|Vijaynagar Steel Shield
itm_dal_vijaynagariii|Vijaynagar Steel Shield
itm_dal_vijaynagariii_pl|Vijaynagar Steel Shield
itm_a_h1|Brown Highlander Costume
itm_a_h1_pl|Brown Highlander Costume
itm_h1|Green Highlander Costume
itm_h1_pl|Green Highlander Costume
itm_a_h2|Brown Highlander Armor
itm_a_h2_pl|Brown Highlander Armor
itm_a_h2_1|Green Highlander Armor
itm_a_h2_1_pl|Green Highlander Armor
itm_h3|Brown Elite Highlander Armor
itm_h3_pl|Brown Elite Highlander Armor
itm_a_h3_1|Green Elite Highlander Armor
itm_a_h3_1_pl|Green Elite Highlander Armor
itm_a_h4|Brown Highlander Merchant Costume
itm_a_h4_pl|Brown Highlander Merchant Costume
itm_a_h4_1|Green Highlander Merchant Costume
itm_a_h4_1_pl|Green Highlander Merchant Costume
itm_b_h1|Brown Highlander Boots
itm_b_h1_pl|Brown Highlander Boots
itm_b_h1_1|Green Highlander Boots
itm_b_h1_1_pl|Green Highlander Boots
itm_b_h2|Brown Highlander Fur Boots
itm_b_h2_pl|Brown Highlander Fur Boots
itm_b_h2_1|Green Highlander Fur Boots
itm_b_h2_1_pl|Green Highlander Fur Boots
itm_h_h1|Green Highlander Beret
itm_h_h1_pl|Green Highlander Beret
itm_h_h1_1|Brown Highlander Beret
itm_h_h1_1_pl|Brown Highlander Beret
itm_h_h2|Green Feathered Highlander Beret
itm_h_h2_pl|Green Feathered Highlander Beret
itm_h_h2_1|Brown Feathered Highlander Beret
itm_h_h2_1_pl|Brown Feathered Highlander Beret
itm_s_h1|Spiked Highlander Shield
itm_s_h1_pl|Spiked Highlander Shield
itm_s_h1_1|Spiked Highlander Shield
itm_s_h1_1_pl|Spiked Highlander Shield
itm_s_h1_2|Spiked Black Highlander Shield
itm_s_h1_2_pl|Spiked Black Highlander Shield
itm_s_h2|Highlander Shield
itm_s_h2_pl|Highlander Shield
itm_s_h2_1|Highlander Shield
itm_s_h2_1_pl|Highlander Shield
itm_s_h2_2|Black Highlander Shield
itm_s_h2_2_pl|Black Highlander Shield
itm_dirk|Dirk
itm_dirk_pl|Dirk
itm_2h_claymore|Two-handed Claymore
itm_2h_claymore_pl|Two-handed Claymore
itm_highlad_broadsword|Highlad Broadsword
itm_highlad_broadsword_pl|Highlad Broadsword
itm_dejawolf_vikingbyrnie|Rallix Byrnie
itm_dejawolf_vikingbyrnie_pl|Rallix Byrnie
itm_bluevikingshirt|Blue Viking Shirt
itm_bluevikingshirt_pl|Blue Viking Shirt
itm_fattiglinenskjortir|Fattig Linen Skjortira
itm_fattiglinenskjortir_pl|Fattig Linen Skjortira
itm_greenvikingshirt|Green Viking Shirt
itm_greenvikingshirt_pl|Green Viking Shirt
itm_redvikingshirt|Red Viking Shirt
itm_redvikingshirt_pl|Red Viking Shirt
itm_skjorta|Skjorta
itm_skjorta_pl|Skjorta
itm_vikinglamellar1|Green Viking Lamellar Armor
itm_vikinglamellar1_pl|Green Viking Lamellar Armor
itm_vikinglamellar_blue|Blue Viking Lamellar Armor
itm_vikinglamellar_blue_pl|Blue Viking Lamellar Armor
itm_vikinglamellar_red|Red Viking Lamellar Armor
itm_vikinglamellar_red_pl|Red Viking Lamellar Armor
itm_valsgarde8|Valsgarde Vendel Helm
itm_valsgarde8_pl|Valsgarde Vendel Helm
itm_chieftainhelm|Nordic Chieftain Helm
itm_chieftainhelm_pl|Nordic Chieftain Helm
itm_coifedpointyhelm|Coifed Pointy Helm
itm_coifedpointyhelm_pl|Coifed Pointy Helm
itm_gjermundbustorre|Gjermund Bustorre
itm_gjermundbustorre_pl|Gjermund Bustorre
itm_normanhelmet|Norman Helmet
itm_normanhelmet_pl|Norman Helmet
itm_norskspangen1|Norsk Spangen
itm_norskspangen1_pl|Norsk Spangen
itm_norskspangendecorated|Decorated Norsk Spangen
itm_norskspangendecorated_pl|Decorated Norsk Spangen
itm_plainhelm|Plain Nord Helm
itm_plainhelm_pl|Plain Nord Helm
itm_pointedhelmet|Pointed Helmet
itm_pointedhelmet_pl|Pointed Helmet
itm_pointyhelm|Pointy Helm
itm_pointyhelm_pl|Pointy Helm
itm_riggedhelmet|Rigged Helmet
itm_riggedhelmet_pl|Rigged Helmet
itm_leathershield_small|Small Red Leathershield
itm_leathershield_small_pl|Small Red Leathershield
itm_leathershield_medium|Medium Red Leathershield
itm_leathershield_medium_pl|Medium Red Leathershield
itm_leathershield_large|Large Red Leathershield
itm_leathershield_large_pl|Large Red Leathershield
itm_leathershield_small_b|Small Black Leathershield
itm_leathershield_small_b_pl|Small Black Leathershield
itm_leathershield_medium_b|Medium Black Leathershield
itm_leathershield_medium_b_pl|Medium Black Leathershield
itm_leathershield_large_b|Large Black Leathershield
itm_leathershield_large_b_pl|Large Black Leathershield
itm_leathershield_small_d|Small Leathershield
itm_leathershield_small_d_pl|Small Leathershield
itm_leathershield_medium_d|Medium Leathershield
itm_leathershield_medium_d_pl|Medium Leathershield
itm_leathershield_large_d|Large Leathershield
itm_leathershield_large_d_pl|Large Leathershield
itm_leathershield_small_y|Small Yellow Leathershield
itm_leathershield_small_y_pl|Small Yellow Leathershield
itm_leathershield_medium_y|Medium Yellow Leathershield
itm_leathershield_medium_y_pl|Medium Yellow Leathershield
itm_leathershield_large_y|Large Yellow Leathershield
itm_leathershield_large_y_pl|Large Yellow Leathershield
itm_woodenshield_small|Small Red Woodenshield
itm_woodenshield_small_pl|Small Red Woodenshield
itm_woodenshield_medium|Medium Red Woodenshield
itm_woodenshield_medium_pl|Medium Red Woodenshield
itm_woodenshield_large|Large Red Woodenshield
itm_woodenshield_large_pl|Large Red Woodenshield
itm_woodenshield_small_d|Small Red Woodenshield
itm_woodenshield_small_d_pl|Small Red Woodenshield
itm_woodenshield_medium_d|Medium Red Woodenshield
itm_woodenshield_medium_d_pl|Medium Red Woodenshield
itm_woodenshield_large_d|Large Red Woodenshield
itm_woodenshield_large_d_pl|Large Red Woodenshield
itm_einhendi_breithofudox|Einhendi Breithofudox
itm_einhendi_breithofudox_pl|Einhendi Breithofudox
itm_einhendi_danox|Einhendi Danox
itm_einhendi_danox_pl|Einhendi Danox
itm_einhendi_haloygox|Einhendi Haloygox
itm_einhendi_haloygox_pl|Einhendi Haloygox
itm_einhendi_hedmarkrox|Einhendi Hedmarkrox
itm_einhendi_hedmarkrox_pl|Einhendi Hedmarkrox
itm_einhendi_trondrox|Einhendi Trondrox
itm_einhendi_trondrox_pl|Einhendi Trondrox
itm_einhendi_vendelox|Einhendi Vendelox
itm_einhendi_vendelox_pl|Einhendi Vendelox
itm_hoggox|Hoggox
itm_hoggox_pl|Hoggox
itm_tveirhendr_danox|Tveirhendr Danox
itm_tveirhendr_danox_pl|Tveirhendr Danox
itm_w_tveirhendr_hedmarkox|Tveirhendr Hedmarkox
itm_w_tveirhendr_hedmarkox_pl|Tveirhendr Hedmarkox
itm_leuku|Leuku
itm_leuku_pl|Leuku
itm_seax|Seax
itm_seax_pl|Seax
itm_atgeirr|Atgeirr
itm_atgeirr_pl|Atgeirr
itm_bryntvari|Bryntvari
itm_bryntvari_pl|Bryntvari
itm_bryntvari2|Bryntvari
itm_bryntvari2_pl|Bryntvari
itm_fjadraspjot|Fjadraspjot
itm_fjadraspjot_pl|Fjadraspjot
itm_hoggkesja|Hoggkesja
itm_hoggkesja_pl|Hoggkesja
itm_kastad_krokaspjott|Kastad Krokaspjott
itm_kastad_krokaspjott_pl|Kastad Krokaspjott
itm_kastspjottmidtaggir|Kastspjott Midtaggir
itm_kastspjottmidtaggir_pl|Kastspjott Midtaggir
itm_krokaspjott1|Krokaspjott
itm_krokaspjott1_pl|Krokaspjott
itm_krokaspjott2|Krokaspjott
itm_krokaspjott2_pl|Krokaspjott
itm_langr_bryntvari|Langr Bryntvari
itm_langr_bryntvari_pl|Langr Bryntvari
itm_langr_hoggspjott1|Langr Hoggspjott
itm_langr_hoggspjott1_pl|Langr Hoggspjott
itm_langr_svia|Langr Svia
itm_langr_svia_pl|Langr Svia
itm_spjot|Spjot
itm_spjot_pl|Spjot
itm_spjotkesja|Spjotkesja
itm_spjotkesja_pl|Spjotkesja
itm_svia2|Svia
itm_svia2_pl|Svia
itm_sviar|Sviar
itm_sviar_pl|Sviar
itm_swadian_practice_bow|Swadian Practice Bow
itm_swadian_practice_bow_pl|Swadian Practice Bow
itm_straight_bow|Straight Bow
itm_straight_bow_pl|Straight Bow
itm_self_bow|Self Bow
itm_self_bow_pl|Self Bow
itm_swadian_long_bow|Swadian Long Bow
itm_swadian_long_bow_pl|Swadian Long Bow
itm_steppe_practice_bow|Steppe Practice Bow
itm_steppe_practice_bow_pl|Steppe Practice Bow
itm_curved_bow|Curved Bow
itm_curved_bow_pl|Curved Bow
itm_recurved_bow|Recurved Bow
itm_recurved_bow_pl|Recurved Bow
itm_vaegir_strong_bow|Vaegir Strong Bow
itm_vaegir_strong_bow_pl|Vaegir Strong Bow
itm_khergit_practice_bow|Khergit Practice Bow
itm_khergit_practice_bow_pl|Khergit Practice Bow
itm_khergit_recurved_bow|Khergit Recurved Bow
itm_khergit_recurved_bow_pl|Khergit Recurved Bow
itm_weak_war_bow|Weak War Bow
itm_weak_war_bow_pl|Weak War Bow
itm_strong_war_bow|Strong War Bow
itm_strong_war_bow_pl|Strong War Bow
itm_jam_mammen_throwing|Throwing Mammen
itm_jam_mammen_throwing_pl|Throwing Mammen
itm_talak_bearded_axe_throwing|Bearded Throwing Axe
itm_talak_bearded_axe_throwing_pl|Bearded Throwing Axe
itm_corrazina_red|Corrazina
itm_corrazina_red_pl|Corrazina
itm_corrazina_green|Corrazina
itm_corrazina_green_pl|Corrazina
itm_corrazina_grey|Corrazina
itm_corrazina_grey_pl|Corrazina
itm_churburg_13|Plates pleines
itm_churburg_13_pl|Plates pleines
itm_churburg_13_brass|Plates ornées pleines
itm_churburg_13_brass_pl|Plates ornées pleines
itm_churburg_13_mail|Plates pleines
itm_churburg_13_mail_pl|Plates pleines
itm_padded_jack|Padded Jack
itm_padded_jack_pl|Padded Jack
itm_early_transitional_blue|Heavy Mail and Plate
itm_early_transitional_blue_pl|Heavy Mail and Plate
itm_early_transitional_orange|Heavy Mail and Plate
itm_early_transitional_orange_pl|Heavy Mail and Plate
itm_early_transitional_white|Heavy Mail and Plate
itm_early_transitional_white_pl|Heavy Mail and Plate
itm_splinted_greaves_spurs|Splinted Greaves with spurs
itm_splinted_greaves_spurs_pl|Splinted Greaves with spurs
itm_splinted_greaves_nospurs|Splinted Greaves
itm_splinted_greaves_nospurs_pl|Splinted Greaves
itm_shynbaulds|Shynbaulds
itm_shynbaulds_pl|Shynbaulds
itm_oniontop_bascinet|Onion-top Bascinet
itm_oniontop_bascinet_pl|Onion-top Bascinet
itm_pigface_klappvisor|Pigface Bascinet
itm_pigface_klappvisor_pl|Pigface Bascinet
itm_pigface_klappvisor_open|Pigface Bascinet
itm_pigface_klappvisor_open_pl|Pigface Bascinet
itm_hounskull|Hounskull Bascinet
itm_hounskull_pl|Hounskull Bascinet
itm_sugarloaf|Sugarloaf Greathelm
itm_sugarloaf_pl|Sugarloaf Greathelm
itm_prato_chapel_de_fer|Prato Chapel-de-fer
itm_prato_chapel_de_fer_pl|Prato Chapel-de-fer
itm_wisby_gauntlets_black|Black Wisby Gauntlets
itm_wisby_gauntlets_black_pl|Black Wisby Gauntlets
itm_wisby_gauntlets_red|Red Wisby Gauntlets
itm_wisby_gauntlets_red_pl|Red Wisby Gauntlets
itm_mail_gauntlets|Mail Gauntlets
itm_mail_gauntlets_pl|Mail Gauntlets
itm_hourglass_gauntlets_ornate|Ornate Hourglass Gauntlets
itm_hourglass_gauntlets_ornate_pl|Ornate Hourglass Gauntlets
itm_hourglass_gauntlets|Hourglass Gauntlets
itm_hourglass_gauntlets_pl|Hourglass Gauntlets
itm_steel_buckler1|Swadian Steel Buckler
itm_steel_buckler1_pl|Swadian Steel Buckler
itm_steel_buckler2|Rhodok Steel Buckler
itm_steel_buckler2_pl|Rhodok Steel Buckler
itm_early_transitional_heraldic|Heavy Mail and Plate
itm_early_transitional_heraldic_pl|Heavy Mail and Plate
itm_book_prisoner_management|Ramun's Note
itm_book_prisoner_management_pl|Ramun's Note
itm_book_spotting_reference|Scientia Servandi
itm_book_spotting_reference_pl|Scientia Servandi
itm_book_first_aid_reference|Primo Auxilium
itm_book_first_aid_reference_pl|Primo Auxilium
itm_book_pathfinding_reference|Lore of Calradia
itm_book_pathfinding_reference_pl|Lore of Calradia
itm_pavise|Deployable Pavise
itm_pavise_pl|Deployable Pavise
itm_narfs_flamberge|Flamberge
itm_narfs_flamberge_pl|Flamberge
itm_combed_morion|Combed Morion
itm_combed_morion_pl|Combed Morion
itm_combed_morion_blued|Blued Combed Morion
itm_combed_morion_blued_pl|Blued Combed Morion
itm_bear_paw_shoes|Bear Paw Boots
itm_bear_paw_shoes_pl|Bear Paw Boots
itm_we_ha_rrr_flanged_mace|Flanged Mace
itm_we_ha_rrr_flanged_mace_pl|Flanged Mace
itm_we_ha_rrr_ornate_mace|Ornate Handed Mace
itm_we_ha_rrr_ornate_mace_pl|Ornate Handed Mace
itm_talak_morning_star_small|Small Swadian Morningstar
itm_talak_morning_star_small_pl|Small Swadian Morningstar
itm_a_h1_1|Green Highlander Costume
itm_a_h1_1_pl|Green Highlander Costume
itm_a_h3|Brown Elite Highlander Armor
itm_a_h3_pl|Brown Elite Highlander Armor
itm_h4|Brown Highlander Merchant Costume
itm_h4_pl|Brown Highlander Merchant Costume
itm_ga_gauntletsb1|Swadian Gauntlets
itm_ga_gauntletsb1_pl|Swadian Gauntlets
itm_ga_gauntletsb2|Rhodok Gauntlets
itm_ga_gauntletsb2_pl|Rhodok Gauntlets
itm_ga_gauntletsb3|Nord Gauntlets
itm_ga_gauntletsb3_pl|Nord Gauntlets
itm_dal_sultanii|Sultan Steel Shield
itm_dal_sultanii_pl|Sultan Steel Shield
itm_dal_hindui|Hindu Steel Shield
itm_dal_hindui_pl|Hindu Steel Shield
itm_dal_hinduii|Hindu Steel Shield
itm_dal_hinduii_pl|Hindu Steel Shield
itm_dal_hinduiii|Hindu Steel Shield
itm_dal_hinduiii_pl|Hindu Steel Shield
itm_dal_hinduiv|Hindu Steel Shield
itm_dal_hinduiv_pl|Hindu Steel Shield
itm_dal_rajputv|Rajput Steel Shield
itm_dal_rajputv_pl|Rajput Steel Shield
itm_dal_turki|Turk Steel Shield
itm_dal_turki_pl|Turk Steel Shield
itm_shield_pavisei|Balayan Pavise
itm_shield_pavisei_pl|Balayan Pavise
itm_shield_paviseii|Balayan Pavise
itm_shield_paviseii_pl|Balayan Pavise
itm_shield_paviseiii|Balayan Pavise
itm_shield_paviseiii_pl|Balayan Pavise
itm_plume_helmet_blu|Plumed Helmet
itm_plume_helmet_blu_pl|Plumed Helmet
itm_great_helmet_blk|Great Helmet
itm_great_helmet_blk_pl|Great Helmet
itm_winged_great_helmet_red|Winged Great Helmet
itm_winged_great_helmet_red_pl|Winged Great Helmet
itm_plate_armorbora|Armure de plates
itm_plate_armorbora_pl|Armure de plates
itm_plate_armororablk|Armure de plates
itm_plate_armororablk_pl|Armure de plates
itm_surcoat_over_mail_becht|Starred Surcoat over Mail
itm_surcoat_over_mail_becht_pl|Starred Surcoat over Mail
itm_hauberk_mail|Mail Hauberk
itm_hauberk_mail_pl|Mail Hauberk
itm_hauberk_mail2|Mail Hauberk
itm_hauberk_mail2_pl|Mail Hauberk
itm_hauberk_mail2b|Mail Hauberk
itm_hauberk_mail2b_pl|Mail Hauberk
itm_hauberk_mail2c|Mail Hauberk
itm_hauberk_mail2c_pl|Mail Hauberk
itm_leathershield_small_dy|Small Leathershield
itm_leathershield_small_dy_pl|Small Leathershield
itm_leathershield_medium_dy|Medium Leathershield
itm_leathershield_medium_dy_pl|Medium Leathershield
itm_leathershield_large_dy|Large Leathershield
itm_leathershield_large_dy_pl|Large Leathershield
itm_95nh|Light Buckskin Steppe Pony
itm_95nh_pl|Light Buckskin Steppe Pony
itm_96nh|Splash Courser
itm_96nh_pl|Splash Courser
itm_97nh|Palomino Desert Horse
itm_97nh_pl|Palomino Desert Horse
itm_sword_type_xii|Albion Sword
itm_sword_type_xii_pl|Albion Sword
itm_sword_type_xiia|Long Albion Sword
